월(Monthly),구분,시군구,미분양현황
2019-05,강원,태백시,97
2019-05,강원,속초시,365
2019-05,강원,삼척시,31
2019-05,강원,홍천군,14
2019-05,강원,횡성군,364
2019-05,강원,영월군,348
2019-05,강원,평창군,9
2019-05,강원,정선군,113
2019-05,강원,철원군,0
2019-05,강원,화천군,0
2019-05,강원,양구군,0
2019-05,강원,인제군,289
2019-05,강원,고성군,493
2019-05,강원,양양군,301
2019-05,충북,계,3,412
2019-05,충북,청주시,1,683
2019-05,충북,충주시,231
2019-05,충북,제천시,239
2019-05,충북,보은군,332
2019-05,충북,옥천군,226
2019-05,충북,영동군,24
2019-05,충북,증평군,0
2019-05,충북,진천군,332
2019-05,충북,괴산군,0
2019-05,충북,음성군,345
2019-05,충북,단양군,0
2019-05,충남,계,6,355
2019-05,충남,천안시,1,157
2019-05,충남,공주시,284
2019-05,충남,보령시,400
2019-05,충남,아산시,198
2019-05,충남,서산시,1,823
2019-05,충남,논산시,243
2019-05,충남,계룡시,155
2019-05,충남,당진시,929
2019-05,충남,금산군,0
2019-05,충남,부여군,325
2019-05,충남,서천군,360
2019-05,충남,청양군,0
2019-05,충남,홍성군,47
2019-05,충남,예산군,238
2019-05,충남,태안군,196
2019-05,세종,계,0
2019-05,세종,세종시,0
2019-05,전북,계,1,513
2019-05,전북,전주시,234
2019-05,전북,군산시,616
2019-05,전북,익산시,93
2019-05,전북,정읍시,25
2019-05,전북,남원시,29
2019-05,전북,김제시,98
2019-05,전북,완주군,356
2019-05,전북,진안군,0
2019-05,전북,무주군,0
2019-05,전북,장수군,0
2019-05,전북,임실군,30
2019-05,전북,순창군,32
2019-05,전북,고창군,0
2019-05,전북,부안군,0
2019-05,전남,계,1,379
2019-05,전남,목포시,285
2019-05,전남,여수시,0
2019-05,전남,순천시,20
2019-05,전남,나주시,0
2019-05,전남,광양시,57
2019-05,전남,담양군,10
2019-05,전남,곡성군,0
2019-05,전남,구례군,0
2019-05,전남,고흥군,18
2019-05,전남,보성군,0
2019-05,전남,화순군,15
2019-05,전남,장흥군,38
2019-05,전남,강진군,74
2019-05,전남,해남군,42
2019-05,전남,영암군,687
2019-05,전남,무안군,113
2019-05,전남,함평군,0
2019-05,전남,영광군,0
2019-05,전남,장성군,0
2019-05,전남,완도군,0
2019-05,전남,진도군,20
2019-05,전남,신안군,0
2019-05,경북,계,7,866
2019-05,경북,포항시,1,310
2019-05,경북,경주시,1,994
2019-05,경북,김천시,1,171
2019-05,경북,안동시,478
2019-05,경북,구미시,792
2019-05,경북,영주시,0
2019-05,경북,영천시,845
2019-05,경북,상주시,83
2019-05,경북,문경시,0
2019-05,경북,경산시,546
2019-05,경북,군위군,0
2019-05,경북,의성군,0
2019-05,경북,청송군,0
2019-05,경북,영양군,0
2019-05,경북,영덕군,0
2019-05,경북,청도군,76
2019-05,경북,고령군,0
2019-05,경북,성주군,45
2019-05,경북,칠곡군,103
2019-05,경북,예천군,423
2019-05,경북,봉화군,0
2019-05,경북,울진군,0
2019-05,경북,울릉군,0
2019-05,경남,계,13,800
2019-05,경남,창원시,5,892
2019-05,경남,진주시,463
2019-05,경남,통영시,1,501
2019-05,경남,사천시,683
2019-05,경남,김해시,2,097
2019-05,경남,밀양시,442
2019-05,경남,거제시,1,800
2019-05,경남,양산시,849
2019-05,경남,의령군,1
2019-05,경남,함안군,0
2019-05,경남,창녕군,32
2019-05,경남,고성군,0
2019-05,경남,남해군,0
2019-05,경남,하동군,7
2019-05,경남,산청군,24
2019-05,경남,함양군,5
2019-05,경남,거창군,4
2019-05,경남,합천군,0
2019-05,제주,계,1,126
2019-05,제주,제주시,629
2019-05,제주,서귀포시,497
2019-06,서울,계,123
2019-06,서울,종로구,
2019-06,서울,중구,
2019-06,서울,용산구,
2019-06,서울,성동구,
2019-06,서울,광진구,3
2019-06,서울,동대문구,75
2019-06,서울,중랑구,
2019-06,서울,성북구,
2019-06,서울,강북구,
2019-06,서울,도봉구,5
2019-06,서울,노원구,
2019-06,서울,은평구,
2019-06,서울,서대문구,
2019-06,서울,마포구,
2019-06,서울,양천구,3
2019-06,서울,강서구,
2019-06,서울,구로구,
2019-06,서울,금천구,
2019-06,서울,영등포구,
2019-06,서울,동작구,
2019-06,서울,관악구,
2019-06,서울,서초구,16
2019-06,서울,강남구,
2019-06,서울,송파구,8
2019-06,서울,강동구,13
2019-06,부산,계,4,982
2019-06,부산,중구,0
2019-06,부산,서구,235
2019-06,부산,동구,327
2019-06,부산,영도구,588
2019-06,부산,부산진구,1,097
2019-06,부산,동래구,89
2019-06,부산,남구,63
2019-06,부산,북구,423
2019-06,부산,해운대구,53
2019-06,부산,사하구,429
2019-06,부산,금정구,207
2019-06,부산,강서구,141
2019-06,부산,연제구,201
2019-06,부산,수영구,79
2019-06,부산,사상구,234
2019-06,부산,기장군,816
2019-06,대구,계,1,739
2019-06,대구,중구,115
2019-06,대구,동구,345
2019-06,대구,서구,0
2019-06,대구,남구,0
2019-06,대구,북구,47
2019-06,대구,수성구,65
2019-06,대구,달서구,141
2019-06,대구,달성군,1,026
2019-06,인천,계,3,632
2019-06,인천,중구,513
2019-06,인천,남동구,98
2019-06,인천,서구,2,607
2019-06,인천,연수구,63
2019-06,인천,미추홀구,239
2019-06,인천,동구,0
2019-06,인천,부평구,82
2019-06,인천,계양구,30
2019-06,인천,강화군,0
2019-06,인천,옹진군,0
2019-06,광주,계,39
2019-06,광주,동구,0
2019-06,광주,서구,3
2019-06,광주,남구,0
2019-06,광주,북구,35
2019-06,광주,광산구,1
2019-06,대전,계,1,158
2019-06,대전,동구,38
2019-06,대전,중구,187
2019-06,대전,서구,489
2019-06,대전,유성구,444
2019-06,대전,대덕구,0
2019-06,울산,계,1,201
2019-06,울산,중구,95
2019-06,울산,남구,516
2019-06,울산,동구,99
2019-06,울산,북구,294
2019-06,울산,울주군,197
2019-06,경기,계,7,853
2019-06,경기,수원시,4
2019-06,경기,성남시,0
2019-06,경기,의정부시,179
2019-06,경기,안양시,67
2019-06,경기,부천시,31
2019-06,경기,광명시,0
2019-06,경기,평택시,2,066
2019-06,경기,동두천시,114
2019-06,경기,안산시,77
2019-06,경기,고양시,412
2019-06,경기,과천시,0
2019-06,경기,구리시,43
2019-06,경기,남양주시,407
2019-06,경기,오산시,159
2019-06,경기,시흥시,161
2019-06,경기,군포시,47
2019-06,경기,의왕시,0
2019-06,경기,하남시,20
2019-06,경기,용인시,259
2019-06,경기,파주시,10
2019-06,경기,이천시,570
2019-06,경기,안성시,1,145
2019-06,경기,김포시,35
2019-06,경기,양주시,358
2019-06,경기,여주시,148
2019-06,경기,화성시,1,263
2019-06,경기,광주시,106
2019-06,경기,연천군,19
2019-06,경기,포천시,100
2019-06,경기,가평군,14
2019-06,경기,양평군,39
2019-06,강원,계,7,712
2019-06,강원,춘천시,527
2019-06,강원,원주시,3,352
2019-06,강원,강릉시,526
2019-06,강원,동해시,1,016
2019-06,강원,태백시,72
2019-06,강원,속초시,351
2019-06,강원,삼척시,31
2019-06,강원,홍천군,14
2019-06,강원,횡성군,334
2019-06,강원,영월군,337
2019-06,강원,평창군,9
2019-06,강원,정선군,113
2019-06,강원,철원군,0
2019-06,강원,화천군,0
2019-06,강원,양구군,0
2019-06,강원,인제군,286
2019-06,강원,고성군,466
2019-06,강원,양양군,278
2019-06,충북,계,3,095
2019-06,충북,청주시,1,571
2019-06,충북,충주시,181
2019-06,충북,제천시,233
2019-06,충북,보은군,332
2019-06,충북,옥천군,206
2019-06,충북,영동군,24
2019-06,충북,증평군,0
2019-06,충북,진천군,205
2019-06,충북,괴산군,0
2019-06,충북,음성군,343
2019-06,충북,단양군,0
2019-06,충남,계,6,038
2019-06,충남,천안시,980
2019-06,충남,공주시,282
2019-06,충남,보령시,391
2019-06,충남,아산시,197
2019-06,충남,서산시,1,760
2019-06,충남,논산시,243
2019-06,충남,계룡시,153
2019-06,충남,당진시,914
2019-06,충남,금산군,0
2019-06,충남,부여군,325
2019-06,충남,서천군,341
2019-06,충남,청양군,0
2019-06,충남,홍성군,36
2019-06,충남,예산군,224
2019-06,충남,태안군,192
2019-06,세종,계,0
2019-06,세종,세종시,0
2019-06,전북,계,1,386
2019-06,전북,전주시,216
2019-06,전북,군산시,529
2019-06,전북,익산시,83
2019-06,전북,정읍시,24
2019-06,전북,남원시,30
2019-06,전북,김제시,92
2019-06,전북,완주군,350
2019-06,전북,진안군,0
2019-06,전북,무주군,0
2019-06,전북,장수군,0
2019-06,전북,임실군,30
2019-06,전북,순창군,32
2019-06,전북,고창군,0
2019-06,전북,부안군,0
2019-06,전남,계,1,349
2019-06,전남,목포시,285
2019-06,전남,여수시,0
2019-06,전남,순천시,20
2019-06,전남,나주시,0
2019-06,전남,광양시,56
2019-06,전남,담양군,0
2019-06,전남,곡성군,0
2019-06,전남,구례군,0
2019-06,전남,고흥군,18
2019-06,전남,보성군,0
2019-06,전남,화순군,14
2019-06,전남,장흥군,34
2019-06,전남,강진군,74
2019-06,전남,해남군,38
2019-06,전남,영암군,681
2019-06,전남,무안군,116
2019-06,전남,함평군,0
2019-06,전남,영광군,0
2019-06,전남,장성군,0
2019-06,전남,완도군,0
2019-06,전남,진도군,13
2019-06,전남,신안군,0
2019-06,경북,계,7,778
2019-06,경북,포항시,1,354
2019-06,경북,경주시,1,824
2019-06,경북,김천시,1,163
2019-06,경북,안동시,478
2019-06,경북,구미시,759
2019-06,경북,영주시,0
2019-06,경북,영천시,836
2019-06,경북,상주시,261
2019-06,경북,문경시,0
2019-06,경북,경산시,482
2019-06,경북,군위군,0
2019-06,경북,의성군,0
2019-06,경북,청송군,0
2019-06,경북,영양군,0
2019-06,경북,영덕군,0
2019-06,경북,청도군,72
2019-06,경북,고령군,0
2019-06,경북,성주군,42
2019-06,경북,칠곡군,89
2019-06,경북,예천군,418
2019-06,경북,봉화군,0
2019-06,경북,울진군,0
2019-06,경북,울릉군,0
2019-06,경남,계,14,402
2019-06,경남,창원시,5,891
2019-06,경남,진주시,450
2019-06,경남,통영시,1,505
2019-06,경남,사천시,672
2019-06,경남,김해시,2,061
2019-06,경남,밀양시,440
2019-06,경남,거제시,1,704
2019-06,경남,양산시,1,607
2019-06,경남,의령군,1
2019-06,경남,함안군,0
2019-06,경남,창녕군,32
2019-06,경남,고성군,0
2019-06,경남,남해군,0
2019-06,경남,하동군,7
2019-06,경남,산청군,23
2019-06,경남,함양군,5
2019-06,경남,거창군,4
2019-06,경남,합천군,0
2019-06,제주,계,1,218
2019-06,제주,제주시,648
2019-06,제주,서귀포시,570
2019-07,서울,계,190
2019-07,서울,종로구,0
2019-07,서울,중구,0
2019-07,서울,용산구,0
2019-07,서울,성동구,3
2019-07,서울,광진구,18
2019-07,서울,동대문구,0
2019-07,서울,중랑구,0
2019-07,서울,성북구,0
2019-07,서울,강북구,0
2019-07,서울,도봉구,5
2019-07,서울,노원구,0
2019-07,서울,은평구,0
2019-07,서울,서대문구,0
2019-07,서울,마포구,0
2019-07,서울,양천구,3
2019-07,서울,강서구,0
2019-07,서울,구로구,0
2019-07,서울,금천구,0
2019-07,서울,영등포구,0
2019-07,서울,동작구,0
2019-07,서울,관악구,0
2019-07,서울,서초구,16
2019-07,서울,강남구,0
2019-07,서울,송파구,8
2019-07,서울,강동구,137
2019-07,부산,계,4,855
2019-07,부산,중구,0
2019-07,부산,서구,221
2019-07,부산,동구,312
2019-07,부산,영도구,565
2019-07,부산,부산진구,1,302
2019-07,부산,동래구,77
2019-07,부산,남구,63
2019-07,부산,북구,289
2019-07,부산,해운대구,52
2019-07,부산,사하구,423
2019-07,부산,금정구,208
2019-07,부산,강서구,141
2019-07,부산,연제구,170
2019-07,부산,수영구,68
2019-07,부산,사상구,207
2019-07,부산,기장군,757
2019-07,대구,계,1,818
2019-07,대구,중구,104
2019-07,대구,동구,340
2019-07,대구,서구,0
2019-07,대구,남구,0
2019-07,대구,북구,261
2019-07,대구,수성구,61
2019-07,대구,달서구,123
2019-07,대구,달성군,929
2019-07,인천,계,2,778
2019-07,인천,중구,460
2019-07,인천,남동구,94
2019-07,인천,서구,1,894
2019-07,인천,연수구,5
2019-07,인천,미추홀구,239
2019-07,인천,동구,0
2019-07,인천,부평구,56
2019-07,인천,계양구,30
2019-07,인천,강화군,0
2019-07,인천,옹진군,0
2019-07,광주,계,39
2019-07,광주,동구,0
2019-07,광주,서구,3
2019-07,광주,남구,0
2019-07,광주,북구,35
2019-07,광주,광산구,1
2019-07,대전,계,1,048
2019-07,대전,동구,38
2019-07,대전,중구,179
2019-07,대전,서구,440
2019-07,대전,유성구,391
2019-07,대전,대덕구,0
2019-07,울산,계,1,359
2019-07,울산,중구,85
2019-07,울산,남구,684
2019-07,울산,동구,99
2019-07,울산,북구,294
2019-07,울산,울주군,197
2019-07,경기,계,7,821
2019-07,경기,수원시,4
2019-07,경기,성남시,0
2019-07,경기,의정부시,151
2019-07,경기,안양시,43
2019-07,경기,부천시,0
2019-07,경기,광명시,0
2019-07,경기,평택시,2,213
2019-07,경기,동두천시,105
2019-07,경기,안산시,76
2019-07,경기,고양시,431
2019-07,경기,과천시,0
2019-07,경기,구리시,43
2019-07,경기,남양주시,390
2019-07,경기,오산시,133
2019-07,경기,시흥시,137
2019-07,경기,군포시,0
2019-07,경기,의왕시,0
2019-07,경기,하남시,20
2019-07,경기,용인시,178
2019-07,경기,파주시,10
2019-07,경기,이천시,457
2019-07,경기,안성시,1,111
2019-07,경기,김포시,36
2019-07,경기,양주시,169
2019-07,경기,여주시,139
2019-07,경기,화성시,1,738
2019-07,경기,광주시,106
2019-07,경기,연천군,18
2019-07,경기,포천시,61
2019-07,경기,가평군,14
2019-07,경기,양평군,38
2019-07,강원,계,7,474
2019-07,강원,춘천시,484
2019-07,강원,원주시,3,281
2019-07,강원,강릉시,493
2019-07,강원,동해시,1,001
2019-07,강원,태백시,70
2019-07,강원,속초시,342
2019-07,강원,삼척시,31
2019-07,강원,홍천군,14
2019-07,강원,횡성군,321
2019-07,강원,영월군,322
2019-07,강원,평창군,9
2019-07,강원,정선군,123
2019-07,강원,철원군,0
2019-07,강원,화천군,0
2019-07,강원,양구군,0
2019-07,강원,인제군,255
2019-07,강원,고성군,450
2019-07,강원,양양군,278
2019-07,충북,계,3,236
2019-07,충북,청주시,1,829
2019-07,충북,충주시,113
2019-07,충북,제천시,233
2019-07,충북,보은군,332
2019-07,충북,옥천군,193
2019-07,충북,영동군,23
2019-07,충북,증평군,0
2019-07,충북,진천군,174
2019-07,충북,괴산군,0
2019-07,충북,음성군,339
2019-07,충북,단양군,0
2019-07,충남,계,6,201
2019-07,충남,천안시,803
2019-07,충남,공주시,278
2019-07,충남,보령시,377
2019-07,충남,아산시,272
2019-07,충남,서산시,1,689
2019-07,충남,논산시,243
2019-07,충남,계룡시,150
2019-07,충남,당진시,1,261
2019-07,충남,금산군,0
2019-07,충남,부여군,358
2019-07,충남,서천군,339
2019-07,충남,청양군,0
2019-07,충남,홍성군,32
2019-07,충남,예산군,213
2019-07,충남,태안군,186
2019-07,세종,계,0
2019-07,세종,세종시,0
2019-07,전북,계,1,451
2019-07,전북,전주시,379
2019-07,전북,군산시,449
2019-07,전북,익산시,71
2019-07,전북,정읍시,24
2019-07,전북,남원시,30
2019-07,전북,김제시,90
2019-07,전북,완주군,346
2019-07,전북,진안군,0
2019-07,전북,무주군,0
2019-07,전북,장수군,0
2019-07,전북,임실군,30
2019-07,전북,순창군,32
2019-07,전북,고창군,0
2019-07,전북,부안군,0
2019-07,전남,계,1,331
2019-07,전남,목포시,283
2019-07,전남,여수시,0
2019-07,전남,순천시,13
2019-07,전남,나주시,0
2019-07,전남,광양시,55
2019-07,전남,담양군,0
2019-07,전남,곡성군,0
2019-07,전남,구례군,0
2019-07,전남,고흥군,18
2019-07,전남,보성군,0
2019-07,전남,화순군,14
2019-07,전남,장흥군,32
2019-07,전남,강진군,67
2019-07,전남,해남군,40
2019-07,전남,영암군,680
2019-07,전남,무안군,116
2019-07,전남,함평군,0
2019-07,전남,영광군,0
2019-07,전남,장성군,0
2019-07,전남,완도군,0
2019-07,전남,진도군,13
2019-07,전남,신안군,0
2019-07,경북,계,7,517
2019-07,경북,포항시,1,256
2019-07,경북,경주시,1,805
2019-07,경북,김천시,1,157
2019-07,경북,안동시,479
2019-07,경북,구미시,794
2019-07,경북,영주시,0
2019-07,경북,영천시,820
2019-07,경북,상주시,233
2019-07,경북,문경시,0
2019-07,경북,경산시,447
2019-07,경북,군위군,0
2019-07,경북,의성군,0
2019-07,경북,청송군,0
2019-07,경북,영양군,0
2019-07,경북,영덕군,0
2019-07,경북,청도군,70
2019-07,경북,고령군,0
2019-07,경북,성주군,38
2019-07,경북,칠곡군,77
2019-07,경북,예천군,341
2019-07,경북,봉화군,0
2019-07,경북,울진군,0
2019-07,경북,울릉군,0
2019-07,경남,계,14,250
2019-07,경남,창원시,5,889
2019-07,경남,진주시,450
2019-07,경남,통영시,1,509
2019-07,경남,사천시,673
2019-07,경남,김해시,2,019
2019-07,경남,밀양시,440
2019-07,경남,거제시,1,684
2019-07,경남,양산시,1,515
2019-07,경남,의령군,1
2019-07,경남,함안군,0
2019-07,경남,창녕군,32
2019-07,경남,고성군,0
2019-07,경남,남해군,0
2019-07,경남,하동군,7
2019-07,경남,산청군,22
2019-07,경남,함양군,5
2019-07,경남,거창군,4
2019-07,경남,합천군,0
2019-07,제주,계,1,161
2019-07,제주,제주시,516
2019-07,제주,서귀포시,645
2019-08,서울,계,205
2019-08,서울,종로구,0
2019-08,서울,중구,0
2019-08,서울,용산구,0
2019-08,서울,성동구,3
2019-08,서울,광진구,14
2019-08,서울,동대문구,0
2019-08,서울,중랑구,0
2019-08,서울,성북구,0
2019-08,서울,강북구,0
2019-08,서울,도봉구,24
2019-08,서울,노원구,0
2019-08,서울,은평구,0
2019-08,서울,서대문구,0
2019-08,서울,마포구,0
2019-08,서울,양천구,3
2019-08,서울,강서구,0
2019-08,서울,구로구,0
2019-08,서울,금천구,0
2019-08,서울,영등포구,0
2019-08,서울,동작구,0
2019-08,서울,관악구,0
2019-08,서울,서초구,16
2019-08,서울,강남구,0
2019-08,서울,송파구,8
2019-08,서울,강동구,137
2019-08,부산,계,4,644
2019-08,부산,중구,0
2019-08,부산,서구,211
2019-08,부산,동구,300
2019-08,부산,영도구,540
2019-08,부산,부산진구,1,226
2019-08,부산,동래구,72
2019-08,부산,남구,60
2019-08,부산,북구,287
2019-08,부산,해운대구,51
2019-08,부산,사하구,412
2019-08,부산,금정구,208
2019-08,부산,강서구,141
2019-08,부산,연제구,150
2019-08,부산,수영구,64
2019-08,부산,사상구,206
2019-08,부산,기장군,716
2019-08,대구,계,1,736
2019-08,대구,중구,100
2019-08,대구,동구,319
2019-08,대구,서구,0
2019-08,대구,남구,0
2019-08,대구,북구,209
2019-08,대구,수성구,58
2019-08,대구,달서구,116
2019-08,대구,달성군,934
2019-08,인천,계,1,557
2019-08,인천,중구,671
2019-08,인천,남동구,92
2019-08,인천,서구,497
2019-08,인천,연수구,0
2019-08,인천,미추홀구,239
2019-08,인천,동구,0
2019-08,인천,부평구,29
2019-08,인천,계양구,29
2019-08,인천,강화군,0
2019-08,인천,옹진군,0
2019-08,광주,계,181
2019-08,광주,동구,0
2019-08,광주,서구,0
2019-08,광주,남구,8
2019-08,광주,북구,92
2019-08,광주,광산구,81
2019-08,대전,계,1,018
2019-08,대전,동구,38
2019-08,대전,중구,176
2019-08,대전,서구,431
2019-08,대전,유성구,373
2019-08,대전,대덕구,0
2019-08,울산,계,1,339
2019-08,울산,중구,79
2019-08,울산,남구,670
2019-08,울산,동구,99
2019-08,울산,북구,294
2019-08,울산,울주군,197
2019-08,경기,계,8,569
2019-08,경기,수원시,2
2019-08,경기,성남시,0
2019-08,경기,의정부시,131
2019-08,경기,안양시,43
2019-08,경기,부천시,33
2019-08,경기,광명시,0
2019-08,경기,평택시,2,663
2019-08,경기,동두천시,95
2019-08,경기,안산시,76
2019-08,경기,고양시,399
2019-08,경기,과천시,58
2019-08,경기,구리시,43
2019-08,경기,남양주시,370
2019-08,경기,오산시,106
2019-08,경기,시흥시,215
2019-08,경기,군포시,0
2019-08,경기,의왕시,0
2019-08,경기,하남시,20
2019-08,경기,용인시,147
2019-08,경기,파주시,432
2019-08,경기,이천시,408
2019-08,경기,안성시,1,079
2019-08,경기,김포시,36
2019-08,경기,양주시,7
2019-08,경기,여주시,136
2019-08,경기,화성시,1,560
2019-08,경기,광주시,100
2019-08,경기,연천군,16
2019-08,경기,포천시,43
2019-08,경기,가평군,221
2019-08,경기,양평군,130
2019-08,강원,계,8,097
2019-08,강원,춘천시,1,157
2019-08,강원,원주시,3,228
2019-08,강원,강릉시,538
2019-08,강원,동해시,901
2019-08,강원,태백시,46
2019-08,강원,속초시,340
2019-08,강원,삼척시,24
2019-08,강원,홍천군,14
2019-08,강원,횡성군,315
2019-08,강원,영월군,318
2019-08,강원,평창군,9
2019-08,강원,정선군,123
2019-08,강원,철원군,0
2019-08,강원,화천군,0
2019-08,강원,양구군,0
2019-08,강원,인제군,242
2019-08,강원,고성군,568
2019-08,강원,양양군,274
2019-08,충북,계,2,895
2019-08,충북,청주시,1,666
2019-08,충북,충주시,25
2019-08,충북,제천시,231
2019-08,충북,보은군,332
2019-08,충북,옥천군,180
2019-08,충북,영동군,23
2019-08,충북,증평군,0
2019-08,충북,진천군,135
2019-08,충북,괴산군,0
2019-08,충북,음성군,303
2019-08,충북,단양군,0
2019-08,충남,계,6,847
2019-08,충남,천안시,1,538
2019-08,충남,공주시,277
2019-08,충남,보령시,358
2019-08,충남,아산시,268
2019-08,충남,서산시,1,631
2019-08,충남,논산시,243
2019-08,충남,계룡시,145
2019-08,충남,당진시,1,234
2019-08,충남,금산군,0
2019-08,충남,부여군,381
2019-08,충남,서천군,337
2019-08,충남,청양군,0
2019-08,충남,홍성군,32
2019-08,충남,예산군,212
2019-08,충남,태안군,191
2019-08,세종,계,0
2019-08,세종,세종시,0
2019-08,전북,계,1,318
2019-08,전북,전주시,315
2019-08,전북,군산시,398
2019-08,전북,익산시,68
2019-08,전북,정읍시,24
2019-08,전북,남원시,30
2019-08,전북,김제시,90
2019-08,전북,완주군,346
2019-08,전북,진안군,0
2019-08,전북,무주군,0
2019-08,전북,장수군,0
2019-08,전북,임실군,30
2019-08,전북,순창군,17
2019-08,전북,고창군,0
2019-08,전북,부안군,0
2019-08,전남,계,1,476
2019-08,전남,목포시,279
2019-08,전남,여수시,0
2019-08,전남,순천시,33
2019-08,전남,나주시,0
2019-08,전남,광양시,112
2019-08,전남,담양군,0
2019-08,전남,곡성군,0
2019-08,전남,구례군,22
2019-08,전남,고흥군,18
2019-08,전남,보성군,0
2019-08,전남,화순군,12
2019-08,전남,장흥군,24
2019-08,전남,강진군,64
2019-08,전남,해남군,40
2019-08,전남,영암군,744
2019-08,전남,무안군,116
2019-08,전남,함평군,3
2019-08,전남,영광군,0
2019-08,전남,장성군,0
2019-08,전남,완도군,0
2019-08,전남,진도군,9
2019-08,전남,신안군,0
2019-08,경북,계,7,202
2019-08,경북,포항시,1,089
2019-08,경북,경주시,1,787
2019-08,경북,김천시,1,153
2019-08,경북,안동시,477
2019-08,경북,구미시,758
2019-08,경북,영주시,0
2019-08,경북,영천시,807
2019-08,경북,상주시,219
2019-08,경북,문경시,0
2019-08,경북,경산시,408
2019-08,경북,군위군,0
2019-08,경북,의성군,0
2019-08,경북,청송군,0
2019-08,경북,영양군,0
2019-08,경북,영덕군,0
2019-08,경북,청도군,67
2019-08,경북,고령군,0
2019-08,경북,성주군,36
2019-08,경북,칠곡군,71
2019-08,경북,예천군,330
2019-08,경북,봉화군,0
2019-08,경북,울진군,0
2019-08,경북,울릉군,0
2019-08,경남,계,14,078
2019-08,경남,창원시,5,875
2019-08,경남,진주시,450
2019-08,경남,통영시,1,500
2019-08,경남,사천시,653
2019-08,경남,김해시,1,981
2019-08,경남,밀양시,440
2019-08,경남,거제시,1,640
2019-08,경남,양산시,1,470
2019-08,경남,의령군,1
2019-08,경남,함안군,0
2019-08,경남,창녕군,32
2019-08,경남,고성군,0
2019-08,경남,남해군,0
2019-08,경남,하동군,7
2019-08,경남,산청군,20
2019-08,경남,함양군,5
2019-08,경남,거창군,4
2019-08,경남,합천군,0
2019-08,제주,계,1,223
2019-08,제주,제주시,479
2019-08,제주,서귀포시,744
2019-09,서울,계,207
2019-09,서울,종로구,0
2019-09,서울,중구,0
2019-09,서울,용산구,0
2019-09,서울,성동구,3
2019-09,서울,광진구,20
2019-09,서울,동대문구,0
2019-09,서울,중랑구,0
2019-09,서울,성북구,0
2019-09,서울,강북구,0
2019-09,서울,도봉구,22
2019-09,서울,노원구,0
2019-09,서울,은평구,0
2019-09,서울,서대문구,0
2019-09,서울,마포구,0
2019-09,서울,양천구,3
2019-09,서울,강서구,0
2019-09,서울,구로구,0
2019-09,서울,금천구,0
2019-09,서울,영등포구,0
2019-09,서울,동작구,0
2019-09,서울,관악구,0
2019-09,서울,서초구,16
2019-09,서울,강남구,0
2019-09,서울,송파구,7
2019-09,서울,강동구,136
2019-09,부산,계,4,562
2019-09,부산,중구,0
2019-09,부산,서구,206
2019-09,부산,동구,300
2019-09,부산,영도구,529
2019-09,부산,부산진구,1,178
2019-09,부산,동래구,118
2019-09,부산,남구,58
2019-09,부산,북구,285
2019-09,부산,해운대구,51
2019-09,부산,사하구,442
2019-09,부산,금정구,208
2019-09,부산,강서구,141
2019-09,부산,연제구,128
2019-09,부산,수영구,55
2019-09,부산,사상구,206
2019-09,부산,기장군,657
2019-09,대구,계,1,550
2019-09,대구,중구,91
2019-09,대구,동구,290
2019-09,대구,서구,0
2019-09,대구,남구,0
2019-09,대구,북구,154
2019-09,대구,수성구,56
2019-09,대구,달서구,84
2019-09,대구,달성군,875
2019-09,인천,계,1,046
2019-09,인천,중구,577
2019-09,인천,남동구,91
2019-09,인천,서구,87
2019-09,인천,연수구,0
2019-09,인천,미추홀구,239
2019-09,인천,동구,0
2019-09,인천,부평구,23
2019-09,인천,계양구,29
2019-09,인천,강화군,0
2019-09,인천,옹진군,0
2019-09,광주,계,139
2019-09,광주,동구,0
2019-09,광주,서구,0
2019-09,광주,남구,8
2019-09,광주,북구,84
2019-09,광주,광산구,47
2019-09,대전,계,964
2019-09,대전,동구,38
2019-09,대전,중구,170
2019-09,대전,서구,404
2019-09,대전,유성구,352
2019-09,대전,대덕구,0
2019-09,울산,계,1,345
2019-09,울산,중구,72
2019-09,울산,남구,644
2019-09,울산,동구,99
2019-09,울산,북구,294
2019-09,울산,울주군,236
2019-09,경기,계,8,413
2019-09,경기,수원시,2
2019-09,경기,성남시,0
2019-09,경기,의정부시,115
2019-09,경기,안양시,43
2019-09,경기,부천시,370
2019-09,경기,광명시,0
2019-09,경기,평택시,2,690
2019-09,경기,동두천시,90
2019-09,경기,안산시,75
2019-09,경기,고양시,381
2019-09,경기,과천시,6
2019-09,경기,구리시,43
2019-09,경기,남양주시,376
2019-09,경기,오산시,75
2019-09,경기,시흥시,353
2019-09,경기,군포시,0
2019-09,경기,의왕시,0
2019-09,경기,하남시,20
2019-09,경기,용인시,141
2019-09,경기,파주시,138
2019-09,경기,이천시,334
2019-09,경기,안성시,1,068
2019-09,경기,김포시,39
2019-09,경기,양주시,7
2019-09,경기,여주시,131
2019-09,경기,화성시,1,321
2019-09,경기,광주시,193
2019-09,경기,연천군,16
2019-09,경기,포천시,41
2019-09,경기,가평군,215
2019-09,경기,양평군,130
2019-09,강원,계,7,797
2019-09,강원,춘천시,1,075
2019-09,강원,원주시,3,115
2019-09,강원,강릉시,527
2019-09,강원,동해시,873
2019-09,강원,태백시,46
2019-09,강원,속초시,330
2019-09,강원,삼척시,20
